event_id,sku_id,branch_id,detection_source,detection_date,resolution_date,expected_qty,actual_qty,variance_qty,variance_cost,stage_history,assigned_to,current_status
b8cad86e-f988-4f7a-aae6-f1ba6caaef8b,HVAC-COMP-ROTARY-00653,BR-101,cycle_count,2025-11-22T20:33:25.774293,2025-11-25T07:45:18.421630,53,50,-3,-2969.76,"[{""stage"": ""detected"", ""started_at"": ""2025-11-22T20:33:25.774293"", ""completed_at"": ""2025-11-22T20:33:25.774293""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-22T20:33:25.774293"", ""completed_at"": ""2025-11-23T23:11:46.465595""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-23T23:11:46.465595"", ""completed_at"": ""2025-11-24T16:57:20.259796""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-24T16:57:20.259796"", ""completed_at"": ""2025-11-25T04:47:42.789263""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-25T04:47:42.789263"", ""completed_at"": ""2025-11-25T07:45:18.421630""}]",J. Nguyen,resolved
c52335b9-09b7-411f-af4d-aa8118cb765d,HVAC-COMP-SCROLL-02020,BR-101,stocking,2025-11-23T00:34:07.350502,2025-11-23T22:07:14.476060,119,121,2,1598.06,"[{""stage"": ""detected"", ""started_at"": ""2025-11-23T00:34:07.350502"", ""completed_at"": ""2025-11-23T00:34:07.350502""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-23T00:34:07.350502"", ""completed_at"": ""2025-11-23T10:16:01.557003""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-23T10:16:01.557003"", ""completed_at"": ""2025-11-23T16:43:57.694670""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-23T16:43:57.694670"", ""completed_at"": ""2025-11-23T21:02:35.119782""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-23T21:02:35.119782"", ""completed_at"": ""2025-11-23T22:07:14.476060""}]",T. Wilson,resolved
e8582621-62ac-4253-9089-f6be80a6ea03,HVAC-CTL-SMART-00322,BR-102,stocking,2025-11-23T00:59:06.811314,2025-11-24T12:39:07.822516,73,71,-2,-140.24,"[{""stage"": ""detected"", ""started_at"": ""2025-11-23T00:59:06.811314"", ""completed_at"": ""2025-11-23T00:59:06.811314""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-23T00:59:06.811314"", ""completed_at"": ""2025-11-23T17:02:07.266355""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-23T17:02:07.266355"", ""completed_at"": ""2025-11-24T03:44:07.569716""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-24T03:44:07.569716"", ""completed_at"": ""2025-11-24T10:52:07.771956""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-24T10:52:07.771956"", ""completed_at"": ""2025-11-24T12:39:07.822516""}]",D. Rivera,resolved
c2f38b41-259a-449f-bb8b-61e3d35fde12,HVAC-COMP-ROTARY-02350,BR-104,picking,2025-11-23T01:06:48.579751,2025-11-24T23:46:54.632163,54,55,1,1512.96,"[{""stage"": ""detected"", ""started_at"": ""2025-11-23T01:06:48.579751"", ""completed_at"": ""2025-11-23T01:06:48.579751""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-23T01:06:48.579751"", ""completed_at"": ""2025-11-23T22:06:51.303336""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-23T22:06:51.303336"", ""completed_at"": ""2025-11-24T12:06:53.119060""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-24T12:06:53.119060"", ""completed_at"": ""2025-11-24T21:26:54.329542""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-24T21:26:54.329542"", ""completed_at"": ""2025-11-24T23:46:54.632163""}]",D. Rivera,resolved
c3b71810-a78d-4780-bf84-620bccbcfeff,HVAC-CTL-RELAY-01300,BR-102,branch_escape,2025-11-23T01:37:43.323058,2025-11-24T01:08:19.490926,138,131,-7,-1568.28,"[{""stage"": ""detected"", ""started_at"": ""2025-11-23T01:37:43.323058"", ""completed_at"": ""2025-11-23T01:37:43.323058""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-23T01:37:43.323058"", ""completed_at"": ""2025-11-23T12:12:29.598599""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-23T12:12:29.598599"", ""completed_at"": ""2025-11-23T19:15:40.448959""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-23T19:15:40.448959"", ""completed_at"": ""2025-11-23T23:57:47.682533""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-23T23:57:47.682533"", ""completed_at"": ""2025-11-24T01:08:19.490926""}]",D. Rivera,resolved
63dc9fe2-ddbb-4e15-9743-4c01874ed0d0,HVAC-MOT-CONDEN-01982,BR-103,cycle_count,2025-11-23T03:56:35.255542,2025-11-24T17:04:53.305708,68,70,2,278.02,"[{""stage"": ""detected"", ""started_at"": ""2025-11-23T03:56:35.255542"", ""completed_at"": ""2025-11-23T03:56:35.255542""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-23T03:56:35.255542"", ""completed_at"": ""2025-11-23T20:39:19.378117""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-23T20:39:19.378117"", ""completed_at"": ""2025-11-24T07:47:48.793167""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-24T07:47:48.793167"", ""completed_at"": ""2025-11-24T15:13:28.403200""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-24T15:13:28.403200"", ""completed_at"": ""2025-11-24T17:04:53.305708""}]",M. Hernandez,resolved
9dac6fff-0abd-435a-b57f-a796d424e23c,HVAC-MOT-PSC-00770,BR-101,cycle_count,2025-11-23T05:15:15.835329,2025-11-23T15:37:13.094557,100,98,-2,-492.02,"[{""stage"": ""detected"", ""started_at"": ""2025-11-23T05:15:15.835329"", ""completed_at"": ""2025-11-23T05:15:15.835329""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-23T05:15:15.835329"", ""completed_at"": ""2025-11-23T09:55:08.601982""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-23T09:55:08.601982"", ""completed_at"": ""2025-11-23T13:01:43.779750""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-23T13:01:43.779750"", ""completed_at"": ""2025-11-23T15:06:07.231596""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-23T15:06:07.231596"", ""completed_at"": ""2025-11-23T15:37:13.094557""}]",C. Martinez,resolved
a44e0ad8-36f1-4b3d-94ad-43eae4148d48,HVAC-CTL-SMART-00065,BR-103,picking,2025-11-23T06:26:40.594991,2025-11-25T02:14:14.564449,170,166,-4,-528.68,"[{""stage"": ""detected"", ""started_at"": ""2025-11-23T06:26:40.594991"", ""completed_at"": ""2025-11-23T06:26:40.594991""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-23T06:26:40.594991"", ""completed_at"": ""2025-11-24T02:09:04.881247""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-24T02:09:04.881247"", ""completed_at"": ""2025-11-24T15:17:21.072084""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-24T15:17:21.072084"", ""completed_at"": ""2025-11-25T00:02:51.865976""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-25T00:02:51.865976"", ""completed_at"": ""2025-11-25T02:14:14.564449""}]",R. Johnson,resolved
7b143f06-560c-4421-96d7-dc3ed0285b6b,HVAC-COMP-VARIAB-01045,BR-104,cycle_count,2025-11-23T09:19:46.268567,2025-11-27T13:49:52.530942,23,21,-2,-6418.16,"[{""stage"": ""detected"", ""started_at"": ""2025-11-23T09:19:46.268567"", ""completed_at"": ""2025-11-23T09:19:46.268567""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-23T09:19:46.268567"", ""completed_at"": ""2025-11-25T06:33:19.086636""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-25T06:33:19.086636"", ""completed_at"": ""2025-11-26T12:42:20.965348""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-26T12:42:20.965348"", ""completed_at"": ""2025-11-27T08:48:22.217823""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-27T08:48:22.217823"", ""completed_at"": ""2025-11-27T13:49:52.530942""}]",M. Hernandez,resolved
af44f44d-51d6-4b03-9231-e124777d075c,HVAC-CU-ACR-00857,BR-101,stocking,2025-11-23T17:36:50.739756,2025-11-28T15:22:03.987887,159,157,-2,-153.22,"[{""stage"": ""detected"", ""started_at"": ""2025-11-23T17:36:50.739756"", ""completed_at"": ""2025-11-23T17:36:50.739756""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-23T17:36:50.739756"", ""completed_at"": ""2025-11-25T22:36:11.701415""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-25T22:36:11.701415"", ""completed_at"": ""2025-11-27T09:55:45.675854""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-27T09:55:45.675854"", ""completed_at"": ""2025-11-28T09:28:48.325480""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-28T09:28:48.325480"", ""completed_at"": ""2025-11-28T15:22:03.987887""}]",C. Martinez,resolved
a3378611-2e18-4800-8c7c-665c002e82d8,HVAC-COMP-SCROLL-02423,BR-104,branch_escape,2025-11-24T13:36:20.803156,2025-11-26T09:55:58.335856,90,91,1,1075.31,"[{""stage"": ""detected"", ""started_at"": ""2025-11-24T13:36:20.803156"", ""completed_at"": ""2025-11-24T13:36:20.803156""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-24T13:36:20.803156"", ""completed_at"": ""2025-11-25T09:33:10.692871""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-25T09:33:10.692871"", ""completed_at"": ""2025-11-25T22:51:03.952681""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-25T22:51:03.952681"", ""completed_at"": ""2025-11-26T07:42:59.459221""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-26T07:42:59.459221"", ""completed_at"": ""2025-11-26T09:55:58.335856""}]",S. Patel,resolved
c160cdb7-e3c6-44d0-a530-3dd5e9d83aca,HVAC-COMP-ROTARY-00424,DC-01,cycle_count,2025-11-24T17:30:31.115819,2025-11-28T09:49:09.036430,190,185,-5,-5496.1,"[{""stage"": ""detected"", ""started_at"": ""2025-11-24T17:30:31.115819"", ""completed_at"": ""2025-11-24T17:30:31.115819""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-24T17:30:31.115819"", ""completed_at"": ""2025-11-26T09:14:54.180094""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-26T09:14:54.180094"", ""completed_at"": ""2025-11-27T11:44:29.556277""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-27T11:44:29.556277"", ""completed_at"": ""2025-11-28T05:24:13.140399""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-28T05:24:13.140399"", ""completed_at"": ""2025-11-28T09:49:09.036430""}]",A. Brooks,resolved
3b723dc9-8ad4-4383-8c5d-3d990bb78e0c,HVAC-CTL-CONTAC-01287,DC-01,picking,2025-11-24T17:53:42.995633,2025-11-26T05:57:16.993520,56,53,-3,-269.64,"[{""stage"": ""detected"", ""started_at"": ""2025-11-24T17:53:42.995633"", ""completed_at"": ""2025-11-24T17:53:42.995633""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-24T17:53:42.995633"", ""completed_at"": ""2025-11-25T10:07:19.294682""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-25T10:07:19.294682"", ""completed_at"": ""2025-11-25T20:56:23.494048""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-25T20:56:23.494048"", ""completed_at"": ""2025-11-26T04:09:06.293626""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-26T04:09:06.293626"", ""completed_at"": ""2025-11-26T05:57:16.993520""}]",C. Martinez,resolved
5b005da4-052b-4388-80a5-28edca5f2ac7,HVAC-REF-R454B-02103,DC-01,picking,2025-11-24T21:40:06.141901,2025-12-06T16:15:20.301121,128,127,-1,-503.11,"[{""stage"": ""detected"", ""started_at"": ""2025-11-24T21:40:06.141901"", ""completed_at"": ""2025-11-24T21:40:06.141901""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-24T21:40:06.141901"", ""completed_at"": ""2025-11-30T04:49:57.513550""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-30T04:49:57.513550"", ""completed_at"": ""2025-12-03T17:36:31.761316""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-03T17:36:31.761316"", ""completed_at"": ""2025-12-06T02:07:34.593160""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-06T02:07:34.593160"", ""completed_at"": ""2025-12-06T16:15:20.301121""}]",C. Martinez,resolved
123dacc8-4360-4c8a-b727-899aa149d1d0,HVAC-MOT-ECM-00061,DC-01,picking,2025-11-24T23:58:56.888282,2025-12-05T03:35:55.000648,77,76,-1,-360.03,"[{""stage"": ""detected"", ""started_at"": ""2025-11-24T23:58:56.888282"", ""completed_at"": ""2025-11-24T23:58:56.888282""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-24T23:58:56.888282"", ""completed_at"": ""2025-11-29T13:36:35.038847""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-29T13:36:35.038847"", ""completed_at"": ""2025-12-02T14:41:40.472557""}, {""stage"": ""system_correction"", ""started_at"": ""2025-12-02T14:41:40.472557"", ""completed_at"": ""2025-12-04T15:25:04.095030""}, {""stage"": ""resolved"", ""started_at"": ""2025-12-04T15:25:04.095030"", ""completed_at"": ""2025-12-05T03:35:55.000648""}]",L. Chen,resolved
7ad60f2e-0ea6-46f3-af30-d1b018114adb,HVAC-CU-LINE-00763,DC-01,cycle_count,2025-11-25T11:18:44.123327,2025-11-27T04:18:45.744821,33,32,-1,-157.43,"[{""stage"": ""detected"", ""started_at"": ""2025-11-25T11:18:44.123327"", ""completed_at"": ""2025-11-25T11:18:44.123327""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-25T11:18:44.123327"", ""completed_at"": ""2025-11-26T05:45:44.852999""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-26T05:45:44.852999"", ""completed_at"": ""2025-11-26T18:03:45.339447""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-26T18:03:45.339447"", ""completed_at"": ""2025-11-27T02:15:45.663746""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-27T02:15:45.663746"", ""completed_at"": ""2025-11-27T04:18:45.744821""}]",L. Chen,resolved
a8d4fc5f-5205-485c-aa35-073be433270b,HVAC-COMP-SCROLL-00135,BR-102,branch_escape,2025-11-25T13:18:04.110905,2025-11-27T12:10:33.539307,154,153,-1,-1934.74,"[{""stage"": ""detected"", ""started_at"": ""2025-11-25T13:18:04.110905"", ""completed_at"": ""2025-11-25T13:18:04.110905""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-25T13:18:04.110905"", ""completed_at"": ""2025-11-26T10:23:41.353686""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-26T10:23:41.353686"", ""completed_at"": ""2025-11-27T00:27:26.182207""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-27T00:27:26.182207"", ""completed_at"": ""2025-11-27T09:49:56.067887""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-27T09:49:56.067887"", ""completed_at"": ""2025-11-27T12:10:33.539307""}]",A. Brooks,resolved
c523590e-ac35-4d3b-84a6-22409ffc3c44,HVAC-CU-SOFT-01363,BR-103,cycle_count,2025-11-25T15:54:59.166614,2025-11-30T16:14:55.356421,117,116,-1,-111.09,"[{""stage"": ""detected"", ""started_at"": ""2025-11-25T15:54:59.166614"", ""completed_at"": ""2025-11-25T15:54:59.166614""}, {""stage"": ""investigating"", ""started_at"": ""2025-11-25T15:54:59.166614"", ""completed_at"": ""2025-11-27T22:03:57.452027""}, {""stage"": ""physical_count"", ""started_at"": ""2025-11-27T22:03:57.452027"", ""completed_at"": ""2025-11-29T10:09:56.308969""}, {""stage"": ""system_correction"", ""started_at"": ""2025-11-29T10:09:56.308969"", ""completed_at"": ""2025-11-30T10:13:55.546931""}, {""stage"": ""resolved"", ""started_at"": ""2025-11-30T10:13:55.546931"", ""completed_at"": ""2025-11-30T16:14:55.356421""}]",C. Martinez,resolved
